,source,estimate,pvals,log10_pval
168,REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3,0.9247611,0.11891562,0.9247611
171,REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS,2.169576,0.006767435,2.169576
173,REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA,0.52502334,0.2985222,0.52502334
174,REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS,1.5358372,0.029118085,1.5358372
176,REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP,0.5484398,0.28285262,0.5484398
177,REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON,0.5520306,0.2805236,0.5520306
181,REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS,1.2447118,0.056923058,1.2447118
185,REACTOME_ACTIVATION_OF_RAC1,2.433616,0.003684547,2.433616
188,REACTOME_ACTIVATION_OF_SMO,0.47731784,0.33318248,0.47731784
189,REACTOME_ACTIVATION_OF_THE_AP_1_FAMILY_OF_TRANSCRIPTION_FACTORS,1.6094909,0.02457588,1.6094909
190,REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,0.11339517,0.77020234,0.11339517
193,REACTOME_ACTIVATION_OF_THE_TFAP2_AP_2_FAMILY_OF_TRANSCRIPTION_FACTORS,0.65030456,0.22371517,0.65030456
196,REACTOME_ACYL_CHAIN_REMODELLING_OF_PC,0.58159244,0.26206413,0.58159244
197,REACTOME_ACYL_CHAIN_REMODELLING_OF_PE,0.61415786,0.24313201,0.61415786
198,REACTOME_ACYL_CHAIN_REMODELLING_OF_PG,0.85094035,0.14094824,0.85094035
199,REACTOME_ACYL_CHAIN_REMODELLING_OF_PS,0.7366539,0.1833775,0.7366539
202,REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS,0.29409125,0.5080527,0.29409125
207,REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING,0.61415786,0.24313201,0.61415786
209,REACTOME_AGGREPHAGY,0.6808724,0.20851035,0.6808724
210,REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL,2.336949,0.004603104,2.336949
211,REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_NUCLEUS,0.69079316,0.20380124,0.69079316
217,REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE,0.41794306,0.38199437,0.41794306
219,REACTOME_AMYLOID_FIBER_FORMATION,0.5936481,0.25488952,0.5936481
221,REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE,1.0323157,0.09282912,1.0323157
222,REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS,0.45609793,0.34986627,0.45609793
223,REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,2.7046988,0.0019737915,2.7046988
225,REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES,0.95880073,0.10995102,0.95880073
228,REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,0.080620684,0.8305759,0.080620684
229,REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,0.054874953,0.8813026,0.054874953
232,REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS,5.038915,9.142914e-06,5.038915
234,REACTOME_APOPTOTIC_EXECUTION_PHASE,5.347945,4.4880185e-06,5.347945
239,REACTOME_ARMS_MEDIATED_ACTIVATION,0.9247611,0.11891562,0.9247611
240,REACTOME_ARYL_HYDROCARBON_RECEPTOR_SIGNALLING,0.7893312,0.16243096,0.7893312
242,REACTOME_ASSEMBLY_AND_CELL_SURFACE_PRESENTATION_OF_NMDA_RECEPTORS,1.2490683,0.056354906,1.2490683
243,REACTOME_ASSEMBLY_OF_ACTIVE_LPL_AND_LIPC_LIPASE_COMPLEXES,0.65030456,0.22371517,0.65030456
244,REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,0.23057549,0.5880639,0.23057549
247,REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX,0.09821247,0.7976044,0.09821247
249,REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS,0.10702575,0.78158146,0.10702575
250,REACTOME_ATF4_ACTIVATES_GENES_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,0.3286616,0.46917883,0.3286616
251,REACTOME_ATF6_ATF6_ALPHA_ACTIVATES_CHAPERONES,1.4574388,0.03487877,1.4574388
252,REACTOME_ATF6_ATF6_ALPHA_ACTIVATES_CHAPERONE_GENES,0.65030456,0.22371517,0.65030456
254,REACTOME_ATTENUATION_PHASE,0.8911321,0.12848957,0.8911321
255,REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA,0.4369439,0.36564204,0.4369439
256,REACTOME_AURKA_ACTIVATION_BY_TPX2,0.9917978,0.101906575,0.9917978
258,REACTOME_BASE_EXCISION_REPAIR,0.520785,0.30144984,0.520785
259,REACTOME_BASE_EXCISION_REPAIR_AP_SITE_FORMATION,0.45609793,0.34986627,0.45609793
262,REACTOME_BETA_CATENIN_PHOSPHORYLATION_CASCADE,2.0896838,0.008134226,2.0896838
269,REACTOME_BICARBONATE_TRANSPORTERS,0.7366539,0.1833775,0.7366539
274,REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN,0.2671251,0.5405986,0.2671251
277,REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_GENE_EXPRESSION,0.3286616,0.46917883,0.3286616
280,REACTOME_BUTYRATE_RESPONSE_FACTOR_1_BRF1_BINDS_AND_DESTABILIZES_MRNA,1.1788671,0.06624192,1.1788671
282,REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION,2.3090093,0.0049089734,2.3090093
284,REACTOME_CA2_PATHWAY,0.3965078,0.4013213,0.3965078
285,REACTOME_CALCINEURIN_ACTIVATES_NFAT,0.7893312,0.16243096,0.7893312
287,REACTOME_CALNEXIN_CALRETICULIN_CYCLE,0.8911321,0.12848957,0.8911321
290,REACTOME_CARGO_CONCENTRATION_IN_THE_ER,0.3050254,0.4954212,0.3050254
291,REACTOME_CARGO_TRAFFICKING_TO_THE_PERICILIARY_MEMBRANE,0.16217624,0.6883729,0.16217624
294,REACTOME_CASPASE_ACTIVATION_VIA_DEPENDENCE_RECEPTORS_IN_THE_ABSENCE_OF_LIGAND,0.69079316,0.20380124,0.69079316
295,REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY,0.4363606,0.36613345,0.4363606
296,REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS,1.5294882,0.029546894,1.5294882
297,REACTOME_CA_DEPENDENT_EVENTS,0.2384608,0.577483,0.2384608
299,REACTOME_CD209_DC_SIGN_SIGNALING,2.0185285,0.009582341,2.0185285
300,REACTOME_CD28_CO_STIMULATION,3.3097124,0.00049010327,3.3097124
301,REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING,2.0185285,0.009582341,2.0185285
302,REACTOME_CD28_DEPENDENT_VAV1_PATHWAY,1.9189485,0.012051786,1.9189485
305,REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA,0.61689705,0.24160334,0.61689705
306,REACTOME_CELL_CELL_JUNCTION_ORGANIZATION,0.18370323,0.65508366,0.18370323
307,REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE,0.6290588,0.2349315,0.6290588
309,REACTOME_CELL_JUNCTION_ORGANIZATION,0.33598933,0.46132892,0.33598933
311,REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY,1.1788671,0.06624192,1.1788671
315,REACTOME_CHOLESTEROL_BIOSYNTHESIS,0.92041993,0.12011025,0.92041993
320,REACTOME_CIRCADIAN_CLOCK,0.30626678,0.49400714,0.30626678
324,REACTOME_CLASS_I_PEROXISOMAL_MEMBRANE_PROTEIN_IMPORT,0.40070742,0.3974592,0.40070742
325,REACTOME_CLEC7A_DECTIN_1_INDUCES_NFAT_ACTIVATION,0.7366539,0.1833775,0.7366539
326,REACTOME_CLEC7A_DECTIN_1_SIGNALING,0.1999798,0.6309867,0.1999798
328,REACTOME_COENZYME_A_BIOSYNTHESIS,0.7366539,0.1833775,0.7366539
329,REACTOME_COHESIN_LOADING_ONTO_CHROMATIN,1.6094909,0.02457588,1.6094909
333,REACTOME_COLLAGEN_FORMATION,0.12019806,0.7582317,0.12019806
335,REACTOME_COMPETING_ENDOGENOUS_RNAS_CERNAS_REGULATE_PTEN_TRANSLATION,0.7366539,0.1833775,0.7366539
336,REACTOME_COMPLEX_I_BIOGENESIS,0.3779875,0.41880563,0.3779875
339,REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER,0.92784846,0.118073255,0.92784846
340,REACTOME_CONSTITUTIVE_SIGNALING_BY_AKT1_E17K_IN_CANCER,2.4925175,0.0032172333,2.4925175
341,REACTOME_CONSTITUTIVE_SIGNALING_BY_EGFRVIII,0.52502334,0.2985222,0.52502334
342,REACTOME_CONSTITUTIVE_SIGNALING_BY_LIGAND_RESPONSIVE_EGFR_CANCER_VARIANTS,0.4363606,0.36613345,0.4363606
343,REACTOME_CONSTITUTIVE_SIGNALING_BY_OVEREXPRESSED_ERBB2,0.61415786,0.24313201,0.61415786
347,REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT,0.3439326,0.45296788,0.3439326
348,REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC,2.186216,0.0065130405,2.186216
349,REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC,3.1813014,0.00065871654,3.1813014
350,REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY,4.1309924,7.396179e-05,4.1309924
355,REACTOME_CREB3_FACTORS_ACTIVATE_GENES,0.7893312,0.16243096,0.7893312
357,REACTOME_CRISTAE_FORMATION,0.74200344,0.18113258,0.74200344
358,REACTOME_CRMPS_IN_SEMA3A_SIGNALING,1.2770948,0.05283299,1.2770948
360,REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES,0.18370323,0.65508366,0.18370323
362,REACTOME_CTLA4_INHIBITORY_SIGNALING,2.0896838,0.008134226,2.0896838
363,REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION,0.8911321,0.12848957,0.8911321
364,REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY,0.46358424,0.343887,0.46358424
365,REACTOME_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1,0.17253399,0.6721497,0.17253399
367,REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE,0.3286616,0.46917883,0.3286616
369,REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA,1.314745,0.048445683,1.314745
372,REACTOME_DAG_AND_IP3_SIGNALING,0.20883858,0.61824614,0.20883858
373,REACTOME_DAP12_INTERACTIONS,0.35499594,0.44157457,0.35499594
374,REACTOME_DAP12_SIGNALING,0.40070742,0.3974592,0.40070742
375,REACTOME_DARPP_32_EVENTS,0.9838195,0.10379597,0.9838195
376,REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING,1.332158,0.046541676,1.332158
377,REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA,1.2675542,0.054006476,1.2675542
378,REACTOME_DEACTIVATION_OF_THE_BETA_CATENIN_TRANSACTIVATING_COMPLEX,1.1092322,0.077762075,1.1092322
379,REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY,2.5734062,0.0026705067,2.5734062
380,REACTOME_DEADENYLATION_OF_MRNA,0.8911321,0.12848957,0.8911321
381,REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING,0.12019806,0.7582317,0.12019806
385,REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS,0.12019806,0.7582317,0.12019806
395,REACTOME_DEGRADATION_OF_AXIN,0.8701877,0.134838,0.8701877
396,REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX,0.83933544,0.14476532,0.83933544
398,REACTOME_DEGRADATION_OF_DVL,0.41612953,0.3835928,0.41612953
399,REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME,0.12747155,0.7456387,0.12747155
400,REACTOME_DEPOLYMERISATION_OF_THE_NUCLEAR_LAMINA,1.332158,0.046541676,1.332158
401,REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE,0.81143695,0.15437005,0.81143695
402,REACTOME_DEREGULATED_CDK5_TRIGGERS_MULTIPLE_NEURODEGENERATIVE_PATHWAYS_IN_ALZHEIMER_S_DISEASE_MODELS,1.0547158,0.088162564,1.0547158
404,REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES,0.29409125,0.5080527,0.29409125
405,REACTOME_DEX_H_BOX_HELICASES_ACTIVATE_TYPE_I_IFN_AND_INFLAMMATORY_CYTOKINES_PRODUCTION,0.7893312,0.16243096,0.7893312
407,REACTOME_DISASSEMBLY_OF_THE_DESTRUCTION_COMPLEX_AND_RECRUITMENT_OF_AXIN_TO_THE_MEMBRANE,1.5358372,0.029118085,1.5358372
409,REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSYLATION_PRECURSOR_BIOSYNTHESIS,0.4363606,0.36613345,0.4363606
414,REACTOME_DISEASES_OF_DNA_REPAIR,0.58159244,0.26206413,0.58159244
416,REACTOME_DISEASES_OF_MISMATCH_REPAIR_MMR,0.9247611,0.11891562,0.9247611
417,REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE,0.21578299,0.60843897,0.21578299
418,REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH,1.8369911,0.014554889,1.8369911
422,REACTOME_DNA_DAMAGE_BYPASS,0.16217624,0.6883729,0.16217624
423,REACTOME_DNA_DAMAGE_RECOGNITION_IN_GG_NER,0.6098182,0.24557365,0.6098182
425,REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE,0.81143695,0.15437005,0.81143695
426,REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE,1.6899227,0.020421015,1.6899227
428,REACTOME_DNA_REPLICATION_PRE_INITIATION,0.06287643,0.86521405,0.06287643
430,REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE,2.630297,0.002342626,2.630297
431,REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING,0.5520306,0.2805236,0.5520306
432,REACTOME_DOWNREGULATION_OF_ERBB2_SIGNALING,0.86327815,0.13700041,0.86327815
433,REACTOME_DOWNREGULATION_OF_ERBB4_SIGNALING,0.69079316,0.20380124,0.69079316
434,REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY,0.95126784,0.111874774,0.95126784
435,REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING,0.8911321,0.12848957,0.8911321
436,REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR,0.25535068,0.55545557,0.25535068
437,REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR1,0.95126784,0.111874774,0.95126784
438,REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR2,0.9838195,0.10379597,0.9838195
439,REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR3,1.0934682,0.08063654,1.0934682
440,REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR4,1.0547158,0.088162564,1.0547158
441,REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION,0.81143695,0.15437005,0.81143695
442,REACTOME_DSCAM_INTERACTIONS,1.5294882,0.029546894,1.5294882
444,REACTOME_DUAL_INCISION_IN_TC_NER,1.0995612,0.079513125,1.0995612
446,REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION,0.36932832,0.42723978,0.36932832
447,REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS,0.17253399,0.6721497,0.17253399
448,REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE,0.58159244,0.26206413,0.58159244
449,REACTOME_ECM_PROTEOGLYCANS,0.4949007,0.31996265,0.4949007
452,REACTOME_EGFR_TRANSACTIVATION_BY_GASTRIN,0.7366539,0.1833775,0.7366539
453,REACTOME_EGR2_AND_SOX10_MEDIATED_INITIATION_OF_SCHWANN_CELL_MYELINATION,0.36932832,0.42723978,0.36932832
456,REACTOME_ENDOGENOUS_STEROLS,0.47731784,0.33318248,0.47731784
461,REACTOME_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE,2.367422,0.004291191,2.367422
462,REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING,1.0839992,0.08241397,1.0839992
463,REACTOME_EPHRIN_SIGNALING,1.0934682,0.08063654,1.0934682
464,REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS,0.459053,0.34749374,0.459053
465,REACTOME_EPH_EPHRIN_SIGNALING,2.792611,0.0016120898,2.792611
466,REACTOME_ERBB2_ACTIVATES_PTK6_SIGNALING,0.65030456,0.22371517,0.65030456
467,REACTOME_ERBB2_REGULATES_CELL_MOTILITY,0.58159244,0.26206413,0.58159244
468,REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION,1.2261717,0.05940572,1.2261717
469,REACTOME_ERKS_ARE_INACTIVATED,0.5520306,0.2805236,0.5520306
470,REACTOME_ERK_MAPK_TARGETS,0.36932832,0.42723978,0.36932832
474,REACTOME_ERYTHROPOIETIN_ACTIVATES_RAS,0.58159244,0.26206413,0.58159244
477,REACTOME_ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION,0.61415786,0.24313201,0.61415786
478,REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING,2.0185285,0.009582341,2.0185285
482,REACTOME_EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS,0.70042497,0.19933109,0.70042497
483,REACTOME_EXTENSION_OF_TELOMERES,0.14360036,0.71845514,0.14360036
484,REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING,1.2008901,0.06296656,1.2008901
487,REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,1.3808315,0.0416072,1.3808315
489,REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION,1.1788671,0.06624192,1.1788671
490,REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION,2.4925175,0.0032172333,2.4925175
496,REACTOME_FGFR1_MUTANT_RECEPTOR_ACTIVATION,2.5596807,0.002756254,2.5596807
499,REACTOME_FGFR2_ALTERNATIVE_SPLICING,1.6243689,0.023748219,1.6243689
