,source,estimate,pvals,log10_pval
173,REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA,0.52502334,0.2985222,0.52502334
174,REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS,0.3050254,0.4954212,0.3050254
176,REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP,0.5484398,0.28285262,0.5484398
177,REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON,3.6371136,0.0002306144,3.6371136
178,REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING,0.3050254,0.4954212,0.3050254
181,REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS,2.3246272,0.0047355774,2.3246272
190,REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,42.689117,2.05e-43,42.689117
202,REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS,0.29409125,0.5080527,0.29409125
203,REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1,0.41794306,0.38199437,0.41794306
204,REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12,0.45609793,0.34986627,0.45609793
205,REACTOME_ADRENALINE_NORADRENALINE_INHIBITS_INSULIN_SECRETION,0.3286616,0.46917883,0.3286616
208,REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION,0.7893312,0.16243096,0.7893312
209,REACTOME_AGGREPHAGY,12.134428,7.337899e-13,12.134428
214,REACTOME_ALPHA_PROTEIN_KINASE_1_SIGNALING_PATHWAY,4.1432366,7.190574e-05,4.1432366
216,REACTOME_AMINO_ACIDS_REGULATE_MTORC1,2.1316428,0.0073851137,2.1316428
219,REACTOME_AMYLOID_FIBER_FORMATION,2.5633483,0.002733076,2.5633483
221,REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE,1.0323157,0.09282912,1.0323157
223,REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,0.36932832,0.42723978,0.36932832
224,REACTOME_ANTIMICROBIAL_PEPTIDES,0.65030456,0.22371517,0.65030456
225,REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES,1.4448013,0.035908617,1.4448013
226,REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A,3.3897128,0.00040764987,3.3897128
227,REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B,3.5614789,0.00027448655,3.5614789
228,REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,4.224649,5.96144e-05,4.224649
229,REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,3.6057117,0.00024790678,3.6057117
232,REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS,0.26433328,0.54408497,0.26433328
234,REACTOME_APOPTOTIC_EXECUTION_PHASE,0.2021731,0.6278081,0.2021731
236,REACTOME_AQUAPORIN_MEDIATED_TRANSPORT,0.6808724,0.20851035,0.6808724
238,REACTOME_ARACHIDONIC_ACID_METABOLISM,0.36932832,0.42723978,0.36932832
242,REACTOME_ASSEMBLY_AND_CELL_SURFACE_PRESENTATION_OF_NMDA_RECEPTORS,4.668716,2.1442935e-05,4.668716
245,REACTOME_ASSEMBLY_OF_THE_HIV_VIRION,3.2572465,0.0005530361,3.2572465
247,REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX,3.7769308,0.00016713564,3.7769308
249,REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS,3.928551,0.000117882395,3.928551
254,REACTOME_ATTENUATION_PHASE,0.8911321,0.12848957,0.8911321
255,REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA,4.4471974,3.571105e-05,4.4471974
256,REACTOME_AURKA_ACTIVATION_BY_TPX2,1.4895601,0.03239216,1.4895601
271,REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS,1.0934682,0.08063654,1.0934682
273,REACTOME_BIOSYNTHESIS_OF_SPECIALIZED_PRORESOLVING_MEDIATORS_SPMS,0.69079316,0.20380124,0.69079316
274,REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN,0.076253355,0.8389704,0.076253355
277,REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_GENE_EXPRESSION,0.3286616,0.46917883,0.3286616
279,REACTOME_BUDDING_AND_MATURATION_OF_HIV_VIRION,3.3097124,0.00049010327,3.3097124
282,REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION,1.4945356,0.032023177,1.4945356
284,REACTOME_CA2_PATHWAY,0.12377354,0.75201494,0.12377354
287,REACTOME_CALNEXIN_CALRETICULIN_CYCLE,2.4925175,0.0032172333,2.4925175
289,REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN,6.163647,6.8604555e-07,6.163647
290,REACTOME_CARGO_CONCENTRATION_IN_THE_ER,0.3050254,0.4954212,0.3050254
296,REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS,0.61415786,0.24313201,0.61415786
304,REACTOME_CELLULAR_HEXOSE_TRANSPORT,0.65030456,0.22371517,0.65030456
305,REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA,5.160528,6.909903e-06,5.160528
306,REACTOME_CELL_CELL_JUNCTION_ORGANIZATION,0.18370323,0.65508366,0.18370323
307,REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE,2.185386,0.006525503,2.185386
308,REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS,0.45609793,0.34986627,0.45609793
309,REACTOME_CELL_JUNCTION_ORGANIZATION,0.10105651,0.7923982,0.10105651
311,REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY,7.0380054,9.16209e-08,7.0380054
313,REACTOME_CHK1_CHK2_CDS1_MEDIATED_INACTIVATION_OF_CYCLIN_B_CDK1_COMPLEX,0.58159244,0.26206413,0.58159244
315,REACTOME_CHOLESTEROL_BIOSYNTHESIS,0.34146273,0.45555127,0.34146273
318,REACTOME_CHREBP_ACTIVATES_METABOLIC_GENE_EXPRESSION,0.7893312,0.16243096,0.7893312
320,REACTOME_CIRCADIAN_CLOCK,1.6095784,0.024570929,1.6095784
322,REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS,0.41612953,0.3835928,0.41612953
326,REACTOME_CLEC7A_DECTIN_1_SIGNALING,3.566655,0.00027123463,3.566655
336,REACTOME_COMPLEX_I_BIOGENESIS,20.253075,5.5837515e-21,20.253075
342,REACTOME_CONSTITUTIVE_SIGNALING_BY_LIGAND_RESPONSIVE_EGFR_CANCER_VARIANTS,3.0488248,0.0008936657,3.0488248
344,REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE,0.40070742,0.3974592,0.40070742
345,REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING,0.24669981,0.56663084,0.24669981
346,REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING,10.711825,1.9416647e-11,10.711825
347,REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT,0.7083852,0.1957108,0.7083852
348,REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC,2.792611,0.0016120898,2.792611
349,REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC,4.0631886,8.645921e-05,4.0631886
351,REACTOME_CREATINE_METABOLISM,0.85094035,0.14094824,0.85094035
357,REACTOME_CRISTAE_FORMATION,8.617268,2.4139741e-09,8.617268
358,REACTOME_CRMPS_IN_SEMA3A_SIGNALING,1.2770948,0.05283299,1.2770948
360,REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES,1.6899227,0.020421015,1.6899227
364,REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY,2.9577081,0.0011022798,2.9577081
365,REACTOME_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1,3.1267743,0.0007468366,3.1267743
369,REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA,3.3761032,0.00042062678,3.3761032
371,REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION,0.85094035,0.14094824,0.85094035
373,REACTOME_DAP12_INTERACTIONS,0.35499594,0.44157457,0.35499594
377,REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA,1.2675542,0.054006476,1.2675542
378,REACTOME_DEACTIVATION_OF_THE_BETA_CATENIN_TRANSACTIVATING_COMPLEX,2.5142214,0.0030604023,2.5142214
379,REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY,1.2908611,0.051184554,1.2908611
380,REACTOME_DEADENYLATION_OF_MRNA,0.3286616,0.46917883,0.3286616
381,REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING,5.0239544,9.463362e-06,5.0239544
385,REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS,4.1461983,7.141703e-05,4.1461983
395,REACTOME_DEGRADATION_OF_AXIN,4.4471974,3.571105e-05,4.4471974
396,REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX,4.47613,3.3409502e-05,4.47613
398,REACTOME_DEGRADATION_OF_DVL,5.2279754,5.915953e-06,5.2279754
399,REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME,5.158415,6.9436055e-06,5.158415
400,REACTOME_DEPOLYMERISATION_OF_THE_NUCLEAR_LAMINA,0.52502334,0.2985222,0.52502334
402,REACTOME_DEREGULATED_CDK5_TRIGGERS_MULTIPLE_NEURODEGENERATIVE_PATHWAYS_IN_ALZHEIMER_S_DISEASE_MODELS,1.0547158,0.088162564,1.0547158
404,REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES,4.2526736,5.5889006e-05,4.2526736
409,REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSYLATION_PRECURSOR_BIOSYNTHESIS,0.4363606,0.36613345,0.4363606
413,REACTOME_DISEASES_OF_CARBOHYDRATE_METABOLISM,2.3090093,0.0049089734,2.3090093
417,REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE,0.62658983,0.23627086,0.62658983
418,REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH,0.6098182,0.24557365,0.6098182
422,REACTOME_DNA_DAMAGE_BYPASS,2.2485578,0.005642117,2.2485578
423,REACTOME_DNA_DAMAGE_RECOGNITION_IN_GG_NER,4.423456,3.771756e-05,4.423456
424,REACTOME_DNA_DAMAGE_REVERSAL,0.7366539,0.1833775,0.7366539
426,REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE,1.6899227,0.020421015,1.6899227
428,REACTOME_DNA_REPLICATION_PRE_INITIATION,3.0995817,0.00079509366,3.0995817
430,REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE,0.35499594,0.44157457,0.35499594
431,REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING,3.6371136,0.0002306144,3.6371136
432,REACTOME_DOWNREGULATION_OF_ERBB2_SIGNALING,2.4285161,0.0037280682,2.4285161
433,REACTOME_DOWNREGULATION_OF_ERBB4_SIGNALING,4.3564157,4.401332e-05,4.3564157
434,REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY,2.630297,0.002342626,2.630297
435,REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING,2.4925175,0.0032172333,2.4925175
436,REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR,3.2907538,0.00051197206,3.2907538
443,REACTOME_DUAL_INCISION_IN_GG_NER,3.2952168,0.0005067376,3.2952168
444,REACTOME_DUAL_INCISION_IN_TC_NER,5.342075,4.5490965e-06,5.342075
447,REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS,3.1267743,0.0007468366,3.1267743
451,REACTOME_EGFR_DOWNREGULATION,4.5528483,2.7999602e-05,4.5528483
457,REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT,3.0897021,0.00081338815,3.0897021
458,REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY,0.7366539,0.1833775,0.7366539
459,REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK,0.29409125,0.5080527,0.29409125
461,REACTOME_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE,0.3050254,0.4954212,0.3050254
462,REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING,1.0839992,0.08241397,1.0839992
464,REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS,0.459053,0.34749374,0.459053
465,REACTOME_EPH_EPHRIN_SIGNALING,1.1574104,0.069596864,1.1574104
476,REACTOME_ER_QUALITY_CONTROL_COMPARTMENT_ERQC,2.866451,0.0013600315,2.866451
481,REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,inf,0.0,inf
482,REACTOME_EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS,0.24669981,0.56663084,0.24669981
483,REACTOME_EXTENSION_OF_TELOMERES,0.14360036,0.71845514,0.14360036
484,REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING,0.10702575,0.78158146,0.10702575
485,REACTOME_FANCONI_ANEMIA_PATHWAY,1.8768418,0.01327878,1.8768418
487,REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,0.26433328,0.54408497,0.26433328
488,REACTOME_FBXW7_MUTANTS_AND_NOTCH1_IN_CANCER,0.9247611,0.11891562,0.9247611
499,REACTOME_FGFR2_ALTERNATIVE_SPLICING,2.4925175,0.0032172333,2.4925175
501,REACTOME_FGFR2_MUTANT_RECEPTOR_ACTIVATION,2.4925175,0.0032172333,2.4925175
504,REACTOME_FLT3_SIGNALING,2.0984707,0.007971304,2.0984707
505,REACTOME_FLT3_SIGNALING_BY_CBL_MUTANTS,5.2546444,5.563595e-06,5.2546444
506,REACTOME_FLT3_SIGNALING_IN_DISEASE,2.367422,0.004291191,2.367422
509,REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING,9.849695,1.4135285e-10,9.849695
511,REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER,6.0269938,9.397373e-07,6.0269938
512,REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX,2.5341833,0.0029229186,2.5341833
514,REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX,6.1884246,6.480005e-07,6.1884246
516,REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX,2.8949082,0.0012737723,2.8949082
517,REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC,6.4657874,3.4214702e-07,6.4657874
519,REACTOME_FOXO_MEDIATED_TRANSCRIPTION,0.13935575,0.72551143,0.13935575
530,REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS,3.7769308,0.00016713564,3.7769308
532,REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT,0.11015841,0.775964,0.11015841
536,REACTOME_GABA_B_RECEPTOR_ACTIVATION,0.2384608,0.577483,0.2384608
537,REACTOME_GABA_RECEPTOR_ACTIVATION,0.16217624,0.6883729,0.16217624
538,REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION,0.45609793,0.34986627,0.45609793
540,REACTOME_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION,0.2553155,0.55550057,0.2553155
542,REACTOME_GAP_FILLING_DNA_REPAIR_SYNTHESIS_AND_LIGATION_IN_GG_NER,2.4925175,0.0032172333,2.4925175
543,REACTOME_GAP_JUNCTION_ASSEMBLY,7.0380054,9.16209e-08,7.0380054
544,REACTOME_GAP_JUNCTION_DEGRADATION,0.58159244,0.26206413,0.58159244
545,REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION,6.283727,5.2032266e-07,6.283727
548,REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES,0.47731784,0.33318248,0.47731784
549,REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION,2.1479602,0.007112789,2.1479602
551,REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER,3.6057117,0.00024790678,3.6057117
552,REACTOME_GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION,0.70042497,0.19933109,0.70042497
553,REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION,0.81143695,0.15437005,0.81143695
554,REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS,1.1347517,0.07332436,1.1347517
555,REACTOME_GLUCONEOGENESIS,8.119201,7.599751e-09,8.119201
556,REACTOME_GLUCOSE_METABOLISM,7.1261735,7.478707e-08,7.1261735
558,REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE,0.36932832,0.42723978,0.36932832
559,REACTOME_GLUTATHIONE_CONJUGATION,0.34146273,0.45555127,0.34146273
563,REACTOME_GLYCOGEN_METABOLISM,2.4925175,0.0032172333,2.4925175
564,REACTOME_GLYCOGEN_STORAGE_DISEASES,3.499626,0.00031650026,3.499626
565,REACTOME_GLYCOGEN_SYNTHESIS,3.37356,0.00042309702,3.37356
566,REACTOME_GLYCOLYSIS,8.193791,6.400425e-09,8.193791
569,REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS,1.9232727,0.011932384,1.9232727
576,REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS,0.09278804,0.8076291,0.09278804
577,REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS,0.57804745,0.264212,0.57804745
578,REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_CDC42,0.45609793,0.34986627,0.45609793
579,REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA,0.41794306,0.38199437,0.41794306
580,REACTOME_G_PROTEIN_ACTIVATION,0.45609793,0.34986627,0.45609793
581,REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING,0.3286616,0.46917883,0.3286616
583,REACTOME_HCMV_LATE_EVENTS,0.13129748,0.73909885,0.13129748
589,REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR,1.1189249,0.07604579,1.1189249
592,REACTOME_HEDGEHOG_LIGAND_BIOGENESIS,3.9812233,0.00010441829,3.9812233
593,REACTOME_HEDGEHOG_ON_STATE,3.8104718,0.00015471353,3.8104718
